sentimen,tweet,tweet_preprocess
negatif,"Iya tuh,,,  Tp yg lucu cerita ekonomi,,, Makro dan mikro,,  eh pak prabowo gk ngertu blas,,, bang sandi ngerti tp yg di contohin tetep emak2 ,,,,,",iya tuh tp yg lucu cerita ekonomi makro mikro eh prabowo gk nge u blas bang sandi nge i tp yg contohin tetep emak
netral,"Prabowo-sandi jika terpilih  gajinya tidak akan di ambil, tapi akan di sumbangkan ke kaum duafa",prabowo sandi pilih gaji ambil sumbang kaum duafa
positif,"kami para pemain Mobile Legend dan PUBG seindonesia mendukung penuh pak jokowi menjadi presiden e-sport, karena hanya bapak yang peduli pada nasib kami, mudah-mudahan harga diamond, UC, menjadi murah terjangkau oleh...  https://www.facebook.com/zusaronly/posts/10205800802456668Â â€¦",main mobile legend pubg indonesia dukung penuh jokowi presiden e spo peduli nasib mudah mudah harga diamond uc murah jangkau https www facebook com zusaronly posts
negatif,"Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  https://bit.ly/2DgcEp3Â   Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",om wowo sebut salah arah ekonomi indonesia salah jokowi presiden presiden https bit ly dgcep kacau bocahsosmed sukangetweet saaebunglon
negatif,"The real Duo plonga plongo, ngurus negara mau pake ekonomi mikro kelas rumah tangga. Makanya Mandala Airlines bangkrut, Pabrik kertas di Berau bangkrut juga",the real duo plonga plongo ngurus negara pake ekonomi mikro kelas rumah tangga mandala airlines bangkrut pabrik as rau bangkrut
positif,Jokowi Optimis Indonesia Masuk Empat Besar Ekonomi Dunia pada 2045 -  http://rumahberita.id/2019/04/jokowi-optimis-indonesia-masuk-empat-besar-ekonomi-dunia-pada-2045/Â â€¦ pic.twitter.com/7aL4pgAlRS,jokowi optimis indonesia masuk ekonomi dunia http rumahberita id jokowi optimis indonesia masuk ekonomi dunia pic twitter com alpgalrs
negatif,"#PrabowoSalahkanSBY Pak @jokowi menjelaskan apa yang telah capres 02 paparkan dalam persoalan keuangan dan Investasi itu sangat membahayakan dan sangat di luar nalar, yang akan mengakibatkan Shock Ekonomi, tentunya kita tidak ingin hal itu terjadi,",jokowi capres papar uang investasi bahaya nalar akibat shock ekonomi
netral,"Pak Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak @jokowi.   https://bit.ly/2PbAB5SÂ  Jokowi tidak bersalah. #PrabowoSalahkanSBY @jokowi tidak bersalah",wowo debat orientasi ekonomi indonesia jalur yg akibat ulah presiden jokowi https bit ly pbabs jokowi salah jokowi salah
netral,"Dalam debat, Om Wowo menilai kegagalan perekonomian saat ini bukan hanya menjadi tanggung jawab capres petahana @jokowi  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",debat om wowo nilai gagal ekonomi tanggung capres tahana jokowi kacau bocahsosmed sukangetweet saaebunglon
netral,"Harga tiket pesawat yang tinggi,telah mengurungkan banyak niat orang melakukan pencoblosan dimana terdaftar sebagai pemilih,artinya hak suara mereka hilang karena tidak mampu membeli tiket pesawat,sementara tidak bisa melalui jalan darat.@jokowi @BudiKaryaS @kemenhub151",harga tiket pesawat urung niat orang coblos mana daftar pilih a inya hak suara hilang beli tiket pesawat jalan darat jokowi budikaryas kemenhub
negatif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden sebelum @jokowi . Lah, ekonomi Indonesia masa Pak @jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/0zS1dmjUly",wowo salah arah ekonomi akibat deindustrialisasi salah presiden jokowi ekonomi indonesia jokowi aja tuh ngehoaks salah presiden pic twitter com zsdmjuly
negatif,"bapak sumantri dari senayan curhat sama saya, jaman sebelum jokowi presiden, harga pajama drive cuma 50 ribu, sekarang jadi 80 ribu",sumantri senayan curhat jaman jokowi presiden harga pajama drive ribu ribu
negatif,"Pak Sandi, mohon dicatat Pak... keluhan saya Ponidibiar beso2 bapak bisa sampaikan di pidato atau mana2.. saya mengeluh di rejim ini Harga @ROLEX kok naik naik terus, dan persediannya utk type2 tertentu kok kosong trus pak.. dengarkan keluhan Pak Ponidi dan temen2 seIndonesia",sandi mohon catat keluh ponidibiar beso pidato keluh rejim harga rolex dian utk type te entu kosong trus dengar keluh ponidi temen indonesia
netral,"Ternyata Ini Kelemahan Prabowo dan Sandi, Tak Disangka - Warta Ekonomi  https://www.wartaekonomi.co.id/read223663/ternyata-ini-kelemahan-prabowo-dan-sandi-tak-disangka.htmlÂ â€¦",lemah prabowo sandi sangka wa a ekonomi https www wa aekonomi co id read lemah prabowo sandi sangka html
negatif,@Ferdinand_Haean kami iba SBY tidak di hargai oleh prabowo..kami rakyat saja begitu menghargai beliau krn telah memimpin bangsa ini selama 10 tahun tentunya banyak hal yg sdh di lakukan terhadap bangsa ini..tak akan ada anak buah yg tidak marah jika bosny,ferdinand haean iba sby harga prabowo rakyat harga beliau krn pimpin bangsa yg sdh laku bangsa anak buah yg marah bosny
netral,Pengusaha Puji Kinerja Ekonomi di Era Jokowi #01IndonesiaMaju #KerjaNyataJokowi https://economy.okezone.com/read/2019/04/11/320/2042231/pengusaha-puji-kinerja-ekonomi-di-era-jokowiÂ â€¦,usaha puji kerja ekonomi era jokowi https economy okezone com read usaha puji kerja ekonomi era jokowi
netral,"Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar akibat ulah Presiden2 sebelum Pak @jokowi.  https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY",wowo debat orientasi ekonomi indonesia jalur akibat ulah presiden jokowi https bit ly pbabs
negatif,Gaji kecil gadiambil tp tunjangan milyaran/bln diambil kan MUNAFIK Jd Pres bisa KKN Monopoli Markup u lunasin utng Petusahaan Wo rugi 14T uno saratoga rugi 6T Urus Perusahaan sj rugi ntar urus Neg Punah #02menangRadikalOrbaAsengBerkuasa #WoWinPANCASiLAvsKilafahWAR #WoWinIndPunah pic.twitter.com/S0mpVULJDE,gaji gadiambil tp tunjang milyaran bln ambil munafik jd pres kkn monopoli markup u lunasin utng petusahaan wo rugi t uno saratoga rugi t urus usaha sj rugi ntar urus neg punah pic twitter com smpvuljde
positif,Sudah terbukti di wagub DKI gaji gak diambil..... Emang debat jualan bakso anaknya diangkat...... Saham games juga diangkat. Emang rakyat kenyang main games.... Kocak betul kelas presiden,bukti wagub dki gaji gak ambil emang debat jual bakso anak angkat saham games angkat emang rakyat kenyang main games kocak kelas presiden
negatif,"Jdi bung @RachlanNashidik , ekonomi indonesia hancur itu ulah SBY ya, bkn Jokowi. SBY dua periode tdk mampu mmbuat rakyat sejahtera.. Ekonomi bobrok...itu kata pk Prabowo yg dismpaiknnya penuh semgat. #jgnpilihdemokrat",jdi rachlannashidik ekonomi indonesia hancur ulah sby ya bkn jokowi sby periode tdk mmbuat rakyat sejahtera ekonomi bobrok pk prabowo yg dismpaiknnya penuh semgat
netral,"Ketua TKN @jokowi @KHMarufAmin_ Erick Thohir, menyayangkan pernyataan calon oposisi Om Wowo yang menyalahkan para presiden sebelum Jokowi soal perekonomian negara.  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",ketua tkn jokowi khmarufamin erick thohir sayang nyata calon oposisi om wowo salah presiden jokowi ekonomi negara kacau bocahsosmed sukangetweet saaebunglon
positif,Gaji prabowo dan sandi akan disumbangkan... Inilah pemimpin  #2019GantiPresiden,gaji prabowo sandi sumbang pimpin
negatif,Ketika petinggi partai demokrat menerima kenyataan hinaan prabowo terhadap SBY itu pertanda SBY sdh tidak di hargai oleh kadernya dan marwah Partai Demokrat jatuh tersungkur dan mencederai perjuangan demokrat  https://twitter.com/SalmaBrecht/status/1117124674020753408Â â€¦,petinggi pa ai demokrat terima nyata hina prabowo sby pe sby sdh harga kader marwah pa ai demokrat jatuh sungkur cedera juang demokrat https twitter com salmabrecht status
netral,"Jokowi-Prabowo Takut Blunder, Masalah Ekonomi Tak Terkupas #DebatPilpres2019 #DebatTerakhirPilpres2019 http://cnn.id/386178?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦",jokowi prabowo takut blunder ekonomi kupas http cnn id utm source twitter utm medium oa utm content cnnindonesia utm campaign cmssocmed
positif,Sy paham maksuf pak @prabowo  Dia tdk bermaksud untuk serang pak @SBYudhoyono  Dia hny menyampaikan bhw strategi ekonominya hrs dirubah dr sistem lama . Masa sby pertumbuhan bagus itu lbh diaebabkan sby py posisi kuat secara politik sehingga keepmimpinannya masih efektif n stabil,sy paham maksuf prabowo tdk serang sbyudhoyono hny bhw strategi ekonomi hrs rubah dr sistem sby pe umbuhan bagus lbh diaebabkan sby py posisi kuat politik keepmimpinannya efektif n stabil
netral,"Kalau Terpilih, Prabowo-Sandi Tidak akan Pernah Ambil Gaji  https://www.idntimes.com/news/indonesia/santi-dewi/kalau-terpilih-presiden-prabowo-sandiaga-tidak-ambil-gajiÂ â€¦ via @idntimes",pilih prabowo sandi ambil gaji https www idntimes com news indonesia santi dewi pilih presiden prabowo sandiaga ambil gaji via idntimes
positif,Apa bisa dengar lae poltak kan kupingnya sudah di potong. Uups janji palsu   Debat semalam membuktikan yang cerdas dan ikhlas untuk negara ini siapa.   Prabowo Sandi kalau terpilih gajinya buat Rakyat.,dengar lae poltak kuping potong uups janji palsu debat malam bukti cerdas ikhlas negara prabowo sandi pilih gaji rakyat
negatif,"Kenaikan gaji kalian dirapel besok, cuma naik 5% itupun hanya sekali selama 4,5 tahun Rezim Dungu berkuasa, sementara akumulasi inflasi selama 4,5 tahun itu 13 %, jadi kenaikan gaji kalian masih tekor 13%-4,5%=8,5%... demikian info dari Jeng Sri ðŸ˜‚",naik gaji rapel besok itu rezim dungu kuasa akumulasi inflasi naik gaji tekor info jeng sri
positif,Ahaha dikuliahin pakde ekonomi makro....,ahaha dikuliahin pakde ekonomi makro
positif,Sdh seharusnya.. Kok malah duluan aku ya memutuskan memilih jokowi dgn seorang yg tahu banyak tentang ekonomi  Indonesia??,sdh duluan ya putus pilih jokowi dgn yg ekonomi indonesia
negatif,Im just gonna express my confussion. Sige. Why is jokowi kekeuh that Prabowo and Sandi gak ngerti macro micro economy when Sandi udh berkecimpung di dunia ekonomi all his life? *masih bingung banget*,im just gonna express my confussion sige why is jokowi kekeuh that prabowo and sandi gak nge i macro micro economy when sandi udh kecimpung dunia ekonomi all his life bingung banget
netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.balinetizen.com/2019/04/14/3426/Â â€¦ via @Bali Netizen",menang pilpres prabowo sandi janji ambil gaji https www balinetizen com via bal netizen
netral,VIDEO: Jokowi Sebut Nilai Ekonomi Gamers Capai Belasan Triliun #01IndonesiaMaju #KerjaNyataJokowi https://m.liputan6.com/news/read/3941193/video-jokowi-sebut-nilai-ekonomi-gamers-capai-belasan-triliunÂ â€¦,video jokowi nilai ekonomi gamers capai bas triliun https m liput com news read video jokowi nilai ekonomi gamers capai bas triliun
netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji:  http://metrobali.com/325164-2/Â  via @metrobali",menang pilpres prabowo sandi janji ambil gaji http metrobali com via metrobali
netral,"BUMN kuat sebagai benteng ekonomi , tusuk prabowo sandi",bumn kuat benteng ekonomi tusuk prabowo sandi
netral,"Hal yg sama digunakan senjata pendukung Paslon 02 menyerang Nawacita Presiden Jokowi. Framing beliau ingkar janji, mengabaikan obyektivitas beratnya tekanan ekonomi dunia yg tdk kondusif.",yg senjata dukung paslon serang nawacita presiden jokowi framing beliau ingkar janji abai obyektivitas berat tekan ekonomi dunia yg tdk kondusif
negatif,"Aneh sekelas fadlin zon kaya Emak "" yg ga  ada gawean ..Mulut nya leeemeess.. Mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa"" di comen, wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya... ðŸ˜",aneh kelas fadlin zon kaya emak yg ga gawean mulut nya leeemeess dukung pilih aza gak segitunya kali comen wakil rakyat nya aja gak contoh rakyat harga pimpin negara nya
netral,"Pak @prabowo @sandiuno, boleh ya pak, nanti sebagian gaji bapak didonasikan ke saya buat nerusin sekolah lagiðŸ˜„",prabowo sandiuno ya gaji donasi nerusin sekolah
netral,"Yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital, e-sport seperti mobile legend hanya contoh dalam industri ekonomi digital.",pokok pe anyaan jokowi industri ekonomi digital e spo sepe i mobile legend contoh industri ekonomi digital
positif,"Kreatip nian petani kita.  Buat Bpk @Prabowo @Sandi jangan cuma turunkan harga sembako, Tapi tingkatkan pendapatan petani sbg produsen. Saya yakin Bpk punya rumusnya. Kami petani siap memdukung swasembada pangan.",kreatip nian tani bpk prabowo sandi turun harga sembako tingkat dapat tani sbg produsen bpk rumus tani memdukung swasembada pangan
netral,Pernyataan capres @prabowo bhwa kesalahan ekonomi di Indonesia saat ini terjadi bukan semata karena kesalahan calon presiden petahana Jokowi tp kesalahan Presiden2 sebelumnya membuat banyak orang terkejut krn seolah2 #PrabowoSalahkanSBY juga ðŸ¤”ðŸ™„ pic.twitter.com/Y3pxbOeglp,nyata capres prabowo bhwa salah ekonomi indonesia salah calon presiden tahana jokowi tp salah presiden orang kejut krn pic twitter com ypxboeglp
negatif,"Wah bisa dimasalahin sama kampret neh, tp nggak tau juga neh wkwkwkwk  Prabowo Ingin Pertumbuhan Ekonomi 2 Digit, Fadli Zon: Itu Sulit, tapi..  https://bisnis.tempo.co/read/1195473/prabowo-ingin-pertumbuhan-ekonomi-2-digit-fadli-zon-itu-sulit-tapi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",dimasalahin kampret neh tp nggak tau neh wkwkwkwk prabowo pe umbuhan ekonomi digit fadli zon sulit https bisnis tempo co read prabowo pe umbuhan ekonomi digit fadli zon sulit utm source digital marketing utm medium twitter utm campaign dlvrit
netral,"Setelah Prabowo terpilih menjadi Presiden, lakukan audit menyeluruh kepada @twitterID atas seluruh kewajibannya kepada Indonesia, termasuk seluruh kewajiban Perpajakannya.",prabowo pilih presiden laku audit twitterid wajib indonesia wajib paja
negatif,"Semalam tiap jae omong ttg ekonomi prabowo sandi cuma senyum simpul,itu tandanya apa om.",malam jae omong ttg ekonomi prabowo sandi senyum simpul tanda om
positif,Pertama dlm sejarah Indonesia presiden dan wakil presiden tidak ambil gaji malah diserahkan pd negara. Dan mungkin ini yg pertama di dunia yg keduanya tidak ambil gaji Barokallah @prabowo dan @sandiuno semoga amanah demi masa depan negara #2019PrabowoPresidenRI https://twitter.com/IsmanTengku/status/1117200671940288513Â â€¦,pe ama dlm sejarah indonesia presiden wakil presiden ambil gaji serah pd negara yg pe ama dunia yg ambil gaji barokallah prabowo sandiuno moga amanah negara https twitter com ismantengku status
positif,"@sandiuno @prabowo Yth. Pak Prabowo dan pak Sandy, hari hati kami ketika bapak berkomitmen tidak mengambil gaji jika terpilih nanti. Semoga Allah menjadikan Bapak Berdua pemimpin umat, pemimpin bangsa yg amanah, amiin",sandiuno prabowo yth prabowo sandy hati komitmen ambil gaji pilih moga allah jadi dua pimpin umat pimpin bangsa yg amanah amiin
positif,"Kalau niatan mau memajukan pengembang lokal, itu bagus, Danai riset dan pengembangan Game mereka, bisa mulai dr game2 android, itu baru bisa mengembangkan ekonomi ( seperti Digital Happynes dgn dreadout ) atau Touchten dengan game2 androidnya, dan game2 mereka bkan game2 E Sport",niat maju kembang lokal bagus dana riset kembang game dr game android kembang ekonomi sepe i digital happynes dgn dreadout touchten game androidnya game bkan game e spo
positif,"Allah SWT sdh begitu baik kpd prabowo sandi. Msyarakat indonesia telah memberi ruang seluas luasna Kami brkomitmen brdua utk kami tdk akan mengambil gaji serupiah pun jika kami mendptkan amanah ini. Kami akan mberikannya kpd negara, kaum yatim & kaum duafa. #TPSTusukPrabowoSandi",allah swt sdh kpd prabowo sandi msyarakat indonesia ruang luas luasna brkomitmen brdua utk tdk ambil gaji rupiah mendptkan amanah mberikannya kpd negara kaum yatim kaum duafa
negatif,Jokowi nanya ekonomi digital ga penting? Wadooowwwwww,jokowi nanya ekonomi digital ga wadooowwwwww
negatif,Pakta integritas wo Pulangkan Nb Brizik jd Menag Kilafah Bebaskan ulama kriminal #PrabowoketurunanKafirCinaMonster  Hpl psl 33 tp #WoUnoOrbaKuasaiLahanLuasSimpanDiPanamaSerakahGaNasionalis  Gaji gadiambil tp tunjangan Milyaran/bln diambil MUNAFIK #02menangRadikalOrbaAsengBerkuasa pic.twitter.com/8zd2lyAQIV,pakta integritas wo pulang nb brizik jd menag kilafah bebas ulama kriminal hpl psl tp gaji gadiambil tp tunjang milyaran bln ambil munafik pic twitter com zdlyaqiv
negatif,Berbanding terbalik sama faktanya bahwa Wowo sama Sandi menerima sumbangan dari rakyat untuk kampanye... Apa ga malu dengan komment mereka yg ga mau menerima gaji tapi untuk kampanye aja mereka mengharapkan sumbangan dari rakyat??,banding balik fakta wowo sandi terima sumbang rakyat kampanye ga malu komment yg ga terima gaji kampanye aja harap sumbang rakyat
positif,"Mereka cm minta kejelasan gaji mreka 4thn trkhr ke prabowo,karna sebagai pemilik perusahaan skrng,klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti TKA,lebih parah lagi nantinyaa,makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa",cm jelas gaji mreka thn trkhr prabowo karna milik usaha skrng klo usaha trsbt milik asingg dah pecat smua tu buruh ganti tka parah nantinyaa makanyaa prabowo nyelametin usaha trsbt demi indonesiaaaa
positif,"Cebong, cebong. Masalah pidato prabowo menyalahkan kita semua tentang arah ekonomi digoreng terus.  Koalisi adil makmur itu negarawan semua, pola pikirnya maju ke depan, klw memang ada yg salah dari dulu, ya harus diperbaiki, bukan diteruskan.",cebong cebong pidato prabowo salah arah ekonomi goreng koalisi adil makmur negarawan pola pikir maju klw yg salah ya baik terus
netral,"Tutup Debat, Prabowo Sindir Jokowi Soal Dana Desa, Sandiaga Janji Tak AmbilÂ Gaji  https://www.merdeka.com/politik/tutup-debat-prabowo-sindir-jokowi-soal-dana-desa-sandiaga-janji-tak-ambil-gaji.htmlÂ â€¦ pic.twitter.com/4R0ldqqfBm",tutup debat prabowo sindir jokowi dana desa sandiaga janji ambil gaji https www merdeka com politik tutup debat prabowo sindir jokowi dana desa sandiaga janji ambil gaji html pic twitter com rldqqfbm
negatif,Denger tuh pak jae..nanti gaji dari pak Prabowo dan Sandiaga gak akan diambil.. diserahkan kepada fakir miskin dan orang yang tidak mampu ... Gak kayak ente kekayaan nya nambah banyak....,denger tuh jae gaji prabowo sandiaga gak ambil serah fakir miskin orang gak kayak ente kaya nya nambah
netral,"Prabowo-Sandi: Kami komit tidak mengambil gaji  ""Allah SWT begitu baik kepada Prabowo-Sandi, Indonesia, memberikan keleluasan kepada kami, kami komit tidak mengambil gaji, kami akan setorkan kepada negara,"" ~@sandiuno~   #TusukPrabowoSandi pic.twitter.com/fsTUsg4WKc",prabowo sandi komit ambil gaji allah swt prabowo sandi indonesia luas komit ambil gaji setor negara sandiuno pic twitter com fstusgwkc
netral,Jokowi Jagokan Kawasan Khusus Ekonomi Pariwisata  http://dlvr.it/R2mZW1Â  pic.twitter.com/LOrP3WIhsb,jokowi jago kawasan khusus ekonomi pariwisata http dlvr it rmzw pic twitter com lorpwihsb
netral,"Jokowi Memantabkan Ekonomi, Prabowo Salahkan MasaÂ Lalu  https://kanalsatu.info/pilpres-2019/2019/04/14/jokowi-memantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/EI9gtAxr5H",jokowi memantabkan ekonomi prabowo salah https kanalsatu info pilpres jokowi memantabkan ekonomi prabowo salah pic twitter com eigtaxrh
negatif,"Beneran gk akan ambil gaji? Sumpah pocong dulu sblm berjanji, gmn?...ðŸ˜œ",beneran gk ambil gaji sumpah pocong sblm janji gmn
negatif,"ga masuk otak lu, pak jokowi nanya ekonomi digital di bidang e sport perputaran uangnya besar hadiah e sport bisa di atas 1M lebih pemerintah mau memungut pajak dari situ.  kalo nonton debat itu perhatiin bos",ga masuk otak lu jokowi nanya ekonomi digital bidang e spo putar uang hadiah e spo m perintah mungut pajak situ kalo nonton debat perhatiin bos
negatif,Tema debat semalam itu tentang PEREKONOMIAN... kenapa paslon01 melenceng nanyain #Mobilelegend & #PUBG  Rakyat  butuh #hargasembakomurah #hargabbmmurah #listrikmurah. Bukan main game? Apa main game gratis? #KapalOlengJendral @prabowo @sandiuno #kuotamahal,tema debat malam ekonomi paslon lenceng nanyain rakyat butuh main game main game gratis prabowo sandiuno
negatif,Siap2 inflasi ekonomi kalo semua bahan dimurahin ðŸ˜‚ dikira bahan2 dimurahin adalah jawaban yg tepat?,inflasi ekonomi kalo bahan dimurahin bahan dimurahin yg
negatif,"Gaji boleh ga diambil tp nanti semua perusahaan pribadi untungny berkali2 lipat, mau bikin ap di mudahin ala2 orba kali yah. Sekeluarga jadi kaya melintir.",gaji ga ambil tp usaha pribadi untungny kali lipat bikin ap mudahin ala orba kali yah keluarga kaya melintir
netral,Erizeli Jely Bandaro Admin Â· 9 hrs  Perbedaan sikap dalam debat ( kajian dari debat capres )  Apa yang dimaksud Jokowi dengan istilah makro? Makro itu adalah kebijakan Ekonomi makro atau makroekonomi yang meliat...  https://www.facebook.com/errysober/posts/2701942486487817Â â€¦,erizeli jely bandaro admin hrs beda sikap debat kaji debat capres jokowi istilah makro makro bijak ekonomi makro makroekonomi liat https www facebook com errysober posts
negatif,"Dalam debat @jokowi --melakukan kesalahan fatal--  seharusnya @jokowi juga bilang bahwa harga listrik Indonesia adalah salah satu yg termurah di dunia, ingat bahwa yg nonton acara debat adalah juga rakyat yg wawasannya sedikit, mereka pasti simpati ke Sandi",debat jokowi salah fatal jokowi bilang harga listrik indonesia salah yg murah dunia yg nonton acara debat rakyat yg wawas simpati sandi
netral,Junjungannya tahu ekonomi makro main mobile legend deh #YourTurnBro,junjung ekonomi makro main mobile legend deh
netral,"Gaji gk di ambil, tp yg di ambil uang negara dan masyarakat",gaji gk ambil tp yg ambil uang negara masyarakat
negatif,#PrabowoSalahkanSBY  https://bit.ly/2UyAoiRÂ  Info Nih PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jgn salahkan Jokowi lagi ya   @sukangetweet @bocahsosmed @saaebunglon,https bit ly uyaoir info nih ps bilang debat ekonomi indonesia salah jokowi tp salah pimpin jd utk gemar jgn salah jokowi ya sukangetweet bocahsosmed saaebunglon
positif,"Pulang dr lihat penampilan bp @prabowo dan @sandiuno ,aduh senang banget, ndak ambil gaji gitu.. MasyaAlloh...",pulang dr lihat tampil bp prabowo sandiuno aduh senang banget ndak ambil gaji gitu masyaalloh
netral,Empat Kritik Prabowo soal Ekonomi Terhadap Jokowi di Debat Kelima  https://pilpres.tempo.co/read/1195553/empat-kritik-prabowo-soal-ekonomi-terhadap-jokowi-di-debat-kelima?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦,kritik prabowo ekonomi jokowi debat https pilpres tempo co read kritik prabowo ekonomi jokowi debat utm source digital marketing utm medium twitter utm campaign dlvrit
positif,"betul bu, jadi salahin ibu2 yg pd males ngurus anak ya... bukan karena gak mampu secara ekonomi. berarti salah persepsi nih anies dan pak prabowo.",bu salahin yg pd males ngurus anak ya gak ekonomi bera i salah persepsi nih anies prabowo
positif,Closing Yang Cetar Membahana.ðŸ˜  Mau cari kerja gampang? Mau Pemerintahan bersih? Mau Harga-harga bahan pokok terjangkau? Mau Harga listrik turun? Mau BPJS diperbaiki? AYOK ke TPS = Tusuk Prabowo Sandi ðŸ‡²ðŸ‡¨ðŸ‘†ðŸ‘‡ #TusukPrabowoSandi @prabowo @sandiuno pic.twitter.com/44GjBatwVd,closing cetar bahana cari kerja gampang perintah bersih harga harga bahan pokok jangkau harga listrik turun bpjs baik ayok tps tusuk prabowo sandi prabowo sandiuno pic twitter com gjbatwvd
netral,Prabowo sandi pasangan militer dan ekonomi sesuai kebutuhan bangsa utk saat ini dan kedepannya  https://twitter.com/IndosiarID/status/1117003494597091330Â â€¦,prabowo sandi pasang militer ekonomi sesuai butuh bangsa utk depan https twitter com indosiarid status
positif,"Info Nih Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. @sukangetweet @bocahsosmed @saaebunglon #PrabowoSalahkanSBY",info nih mantap pilih jokowi https bit ly xpiev paslon bahas ekonomi makro global paslon sepe i anak bayi nggak nge i sukangetweet bocahsosmed saaebunglon
positif,"Mksd p jkw bgs ingin mengembangkan ekonomi digital termasuk game Maksud p prbwo jg bgs ingin mngembngkn e sport, tapi fokus p prbowo ingin prbaiki dlu hal mndasar sperti pangan utk seluruh rakyat trmsuk para gamers, yg menikmati game kan hnya sglntir tp pangan utk smua rakyat",mksd p jkw bgs kembang ekonomi digital game maksud p prbwo jg bgs mngembngkn e spo fokus p prbowo prbaiki dlu mndasar spe i pangan utk rakyat trmsuk gamers yg nikmat game hnya sglntir tp pangan utk smua rakyat
positif,Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan pak @jokowi lagi ya krn bosmu udah bilang itu bukan salah @jokowi tapi #PrabowoSalahkanSBY . https://bit.ly/2UyAoiRÂ ,capres bilang debat ekonomi indonesia salah jokowi salah pimpin jd utk gemar salah jokowi ya krn bos udah bilang salah jokowi https bit ly uyaoir
negatif,"mau ngapain juga gaji yg cuma beberapa juta itu, tp kl tunjangan jabatan yg beratus2 juta pasti ambil yaaakan?",ngapain gaji yg juta tp kl tunjang jabat yg atus juta ambil yaaakan
netral,Prabowo-Sandi Janji Tak Ambil Gaji Jika Terpilih  https://www.bbcaceh.com/2019/04/prabowo-sandi-janji-tak-ambil-gaji.htmlÂ â€¦,prabowo sandi janji ambil gaji pilih https www bbcaceh com prabowo sandi janji ambil gaji html
positif,"Clossing Statement Prabowo-Sandi, Subhanallah... ~ Tidak akan ambil gaji serupiah-pun ~ Gaji akan diberikan kpd kaum dhuafa yatim piatu, Subhanallah  ~ Melaksanakan Pakta Integritas hasil itjima ulama, Masya Allah   Allahu Akbar ðŸ™ðŸ½âœŠðŸ‘†ðŸ» #BeraniPilih02 pic.twitter.com/YTghYRkIao",clossing statement prabowo sandi subhanallah ambil gaji rupiah gaji kpd kaum dhuafa yatim piatu subhanallah laksana pakta integritas hasil itjima ulama masya allah allahu akbar pic twitter com ytghyrkiao
positif,"Yes, saya akan memilih capres dan cawapres yang nggak akan mengambil gaji satu rupiah pun! ðŸ‘‰ 17 April ke TPS kuy Tusuk Prabowo SandiðŸ‘Š #DebatFinalPilpres2019 #HoaxJkwMenangTotalDebat pic.twitter.com/7kOY5L4QtQ",yes pilih capres cawapres nggak ambil gaji rupiah april tps kuy tusuk prabowo sandi pic twitter com koylqtq
positif,"Iya lah ga ambil gaji,yg ambilin ajudan nya.wkwkm",iya ga ambil gaji yg ambilin ajudan nya wkwkm
